project_id,geospatial_anomaly_score,geospatial_anomaly_percentile,geospatial_anomaly_flag,spatial_cluster_id,primary_reason,secondary_reason,tertiary_reason,nearest_neighbor_distance_km,spatial_density_25km,cluster_unit_cost_zscore,model_version,mode,scored_at
MPLADS-000716,9.51,29.26,False,GEO-CLUST-02,Elevated spatial unit cost (+78.7% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,1.88,9,1.21,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000717,19.97,64.42,False,GEO-CLUST-04,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,6.87,9,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000718,11.23,36.26,False,GEO-CLUST-12,High geographic clustering (16 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,0.37,16,-0.81,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000719,3.59,6.76,False,GEO-CLUST-11,Elevated spatial unit cost (+163.0% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.22,8,3.42,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000720,15.6,52.04,False,GEO-CLUST-22,High geographic clustering (20 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.78),Elevated spatial unit cost (+52.0% vs cluster median for work type),4.09,20,0.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000721,7.65,21.48,False,GEO-CLUST-24,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.03,8,-0.39,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000722,0.0,0.51,False,GEO-CLUST-19,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.91,11,-0.43,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000723,21.92,68.4,False,GEO-CLUST-24,High geographic clustering (5 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,6.41,5,-0.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000724,7.42,20.44,False,GEO-CLUST-05,High geographic clustering (13 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,0.98,13,-0.96,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000725,26.74,77.02,False,GEO-CLUST-06,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.14,7,-0.48,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000726,40.28,88.3,False,GEO-CLUST-19,High geographic clustering (15 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,5.45,15,-0.24,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000727,20.13,64.9,False,GEO-CLUST-20,High geographic clustering (20 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.84),Geographic coordinates and terrain profile match regional peers,2.02,20,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000728,28.29,78.96,False,GEO-CLUST-13,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.58,5,-0.82,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000729,7.71,21.8,False,GEO-CLUST-00,Elevated spatial unit cost (+65.6% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.37,11,0.96,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000730,38.93,87.74,False,GEO-CLUST-23,High sanctioned funding allocation (+51.6% above regional cluster median),Elevated spatial unit cost (+288.5% vs cluster median for work type),Geographic coordinates and terrain profile match regional peers,6.4,11,2.58,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000731,12.28,40.36,False,GEO-CLUST-07,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.29,11,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000732,16.67,55.88,False,GEO-CLUST-01,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.4,5,-0.69,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000733,4.44,9.84,False,GEO-CLUST-01,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,5.37,10,-0.73,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000734,22.32,69.34,False,GEO-CLUST-02,Elevated spatial unit cost (+408.2% vs cluster median for work type),High geographic clustering (13 active works within 25 km radius),Geographic coordinates and terrain profile match regional peers,1.68,13,5.45,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000735,0.0,0.51,False,GEO-CLUST-23,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.56,9,-0.77,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000736,38.03,87.28,False,GEO-CLUST-11,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.11,4,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000737,17.42,58.1,False,GEO-CLUST-23,Elevated spatial unit cost (+410.6% vs cluster median for work type),High sanctioned funding allocation (+60.2% above regional cluster median),Geographic coordinates and terrain profile match regional peers,4.95,8,9.46,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000738,15.64,52.22,False,GEO-CLUST-04,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,6.35,8,-0.39,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000739,56.22,93.38,False,GEO-CLUST-03,Elevated spatial unit cost (+52.3% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,8.0,4,1.84,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000740,15.73,52.5,False,GEO-CLUST-21,High geographic clustering (15 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.91,15,0.35,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000741,28.59,79.36,False,GEO-CLUST-03,High geographic clustering (11 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,5.16,11,0.72,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000742,36.27,86.06,False,GEO-CLUST-07,High geographic clustering (26 active works within 25 km radius),Elevated spatial unit cost (+211.3% vs cluster median for work type),Disproportionate project density relative to local population density (ratio 3.53),3.24,26,3.02,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000743,6.87,18.34,False,GEO-CLUST-08,Elevated spatial unit cost (+51.5% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.7,7,0.7,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000744,18.06,59.84,False,GEO-CLUST-02,High geographic clustering (15 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.03,15,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000745,15.64,52.18,False,GEO-CLUST-17,Substantial spatial cost deficit vs cluster median (1.8 sigma below peer median),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.39,6,-1.81,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000746,79.91,97.36,True,GEO-CLUST-07,High sanctioned funding allocation (+369.4% above regional cluster median),High geographic clustering (12 active works within 25 km radius),Elevated spatial unit cost (+176.6% vs cluster median for work type),2.22,12,2.91,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000747,4.84,11.0,False,GEO-CLUST-08,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.36,8,-0.04,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000748,9.24,28.12,False,GEO-CLUST-06,High geographic clustering (12 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.05,12,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000749,25.42,74.8,False,GEO-CLUST-03,High geographic clustering (20 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.57),Geographic coordinates and terrain profile match regional peers,1.88,20,-0.24,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000750,16.08,53.72,False,GEO-CLUST-16,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.02,5,-0.82,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000751,2.66,4.52,False,GEO-CLUST-07,Elevated spatial unit cost (+173.4% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.83,10,2.82,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000752,20.19,65.06,False,GEO-CLUST-08,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,9.57,6,-0.99,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000753,1.15,1.92,False,GEO-CLUST-23,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.21,7,-0.86,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000754,88.57,98.32,True,GEO-CLUST-10,Elevated spatial unit cost (+1357.8% vs cluster median for work type),High sanctioned funding allocation (+397.3% above regional cluster median),Geographic coordinates and terrain profile match regional peers,1.4,10,19.05,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000755,15.4,51.48,False,GEO-CLUST-15,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,8.52,5,-0.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000756,5.87,14.36,False,GEO-CLUST-06,Elevated spatial unit cost (+279.6% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.35,11,3.63,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000757,44.02,89.9,False,GEO-CLUST-20,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,1.82,4,-0.02,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000758,20.26,65.14,False,GEO-CLUST-03,Elevated spatial unit cost (+36.5% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,5.12,10,0.45,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000759,30.78,81.82,False,GEO-CLUST-16,Elevated spatial unit cost (+1275.9% vs cluster median for work type),High geographic clustering (15 active works within 25 km radius),Geographic coordinates and terrain profile match regional peers,2.46,15,22.76,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000760,18.76,61.58,False,GEO-CLUST-05,High geographic clustering (20 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 3.10),Elevated spatial unit cost (+129.0% vs cluster median for work type),3.55,20,2.17,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000761,10.75,34.06,False,GEO-CLUST-06,High geographic clustering (12 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.81,12,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000762,25.83,75.7,False,GEO-CLUST-10,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,0.19,9,-0.64,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000763,5.14,11.74,False,GEO-CLUST-10,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.46,11,-0.98,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000764,22.97,70.58,False,GEO-CLUST-09,High geographic clustering (9 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.26,9,0.8,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000765,19.21,62.66,False,GEO-CLUST-05,Elevated spatial unit cost (+408.5% vs cluster median for work type),High geographic clustering (17 active works within 25 km radius),Geographic coordinates and terrain profile match regional peers,4.68,17,5.01,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000766,0.0,0.51,False,GEO-CLUST-23,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.25,9,-0.18,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000767,10.39,32.88,False,GEO-CLUST-04,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,1.61,11,-0.15,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000768,17.9,59.26,False,GEO-CLUST-13,High geographic clustering (12 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,0.73,12,0.29,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000769,28.32,79.0,False,GEO-CLUST-09,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,0.71,8,-1.19,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000770,7.82,22.2,False,GEO-CLUST-03,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.28,9,-0.58,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000771,39.25,87.86,False,GEO-CLUST-07,High geographic clustering (14 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,6.92,14,-0.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000772,4.18,8.76,False,GEO-CLUST-14,High geographic clustering (12 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,5.69,12,0.14,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000773,11.63,37.74,False,GEO-CLUST-01,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.14,7,-0.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000774,34.3,85.02,False,GEO-CLUST-06,High geographic clustering (26 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 3.48),Geographic coordinates and terrain profile match regional peers,3.36,26,-0.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000775,18.19,60.36,False,GEO-CLUST-11,Elevated spatial unit cost (+264.9% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.76,10,7.26,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000776,27.67,78.14,False,GEO-CLUST-08,High geographic clustering (16 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.66),Geographic coordinates and terrain profile match regional peers,0.28,16,0.26,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000777,19.41,63.06,False,GEO-CLUST-11,High geographic clustering (22 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 3.53),Geographic coordinates and terrain profile match regional peers,3.04,22,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000778,16.23,54.32,False,GEO-CLUST-19,High geographic clustering (11 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.75,11,-0.09,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000779,5.75,13.92,False,GEO-CLUST-20,Elevated spatial unit cost (+110.3% vs cluster median for work type),High geographic clustering (12 active works within 25 km radius),Geographic coordinates and terrain profile match regional peers,2.75,12,3.92,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000780,18.17,60.16,False,GEO-CLUST-21,High geographic clustering (20 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.55),Geographic coordinates and terrain profile match regional peers,4.34,20,-0.63,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000781,11.62,37.64,False,GEO-CLUST-10,High geographic clustering (13 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.89,13,-0.68,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000782,22.16,68.94,False,GEO-CLUST-19,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,11.94,9,-1.29,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000783,21.85,68.2,False,GEO-CLUST-04,Elevated spatial unit cost (+569.0% vs cluster median for work type),High geographic clustering (15 active works within 25 km radius),Geographic coordinates and terrain profile match regional peers,2.97,15,10.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000784,18.71,61.38,False,GEO-CLUST-19,High geographic clustering (4 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.86,4,-0.1,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000785,19.53,63.44,False,GEO-CLUST-01,High geographic clustering (12 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,7.3,12,-1.42,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000786,19.07,62.32,False,GEO-CLUST-13,High geographic clustering (12 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,1.25,12,-0.97,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000787,3.04,5.46,False,GEO-CLUST-19,High geographic clustering (14 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,0.83,14,-0.33,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000788,45.5,90.38,False,GEO-CLUST-10,High geographic clustering (12 active works within 25 km radius),Elevated spatial unit cost (+101.5% vs cluster median for work type),Geographic coordinates and terrain profile match regional peers,1.19,12,1.44,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000789,5.65,13.56,False,GEO-CLUST-19,High geographic clustering (12 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.69,12,-0.63,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000790,1.85,2.98,False,GEO-CLUST-15,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.2,9,-0.68,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000791,9.66,29.86,False,GEO-CLUST-10,High geographic clustering (11 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.66,11,-0.68,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000792,38.29,87.46,False,GEO-CLUST-00,High sanctioned funding allocation (+58.5% above regional cluster median),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,1.85,9,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000793,12.09,39.54,False,GEO-CLUST-05,High geographic clustering (19 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.68),Geographic coordinates and terrain profile match regional peers,3.18,19,-0.75,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000794,25.44,74.86,False,GEO-CLUST-06,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.84,10,-1.2,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000795,22.28,69.24,False,GEO-CLUST-11,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,6.34,8,0.12,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000796,7.5,20.94,False,GEO-CLUST-22,High geographic clustering (14 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,3.44,14,0.21,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000797,40.38,88.36,False,GEO-CLUST-15,High geographic clustering (22 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.81),Geographic coordinates and terrain profile match regional peers,1.38,22,0.29,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000798,21.57,67.52,False,GEO-CLUST-01,High geographic clustering (22 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 3.37),Geographic coordinates and terrain profile match regional peers,0.6,22,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000799,14.28,47.7,False,GEO-CLUST-03,High geographic clustering (20 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.67),Geographic coordinates and terrain profile match regional peers,2.61,20,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000800,34.11,84.88,False,GEO-CLUST-24,Elevated spatial unit cost (+66.3% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,5.6,5,1.04,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000801,18.13,60.06,False,GEO-CLUST-03,High geographic clustering (18 active works within 25 km radius),Elevated spatial unit cost (+115.0% vs cluster median for work type),Geographic coordinates and terrain profile match regional peers,3.38,18,1.58,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000802,41.9,89.14,False,GEO-CLUST-17,High geographic clustering (18 active works within 25 km radius),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.93,18,-0.95,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000803,28.5,79.32,False,GEO-CLUST-02,High sanctioned funding allocation (+66.9% above regional cluster median),High geographic clustering (17 active works within 25 km radius),Geographic coordinates and terrain profile match regional peers,1.05,17,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000804,26.77,77.06,False,GEO-CLUST-03,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,2.99,5,0.0,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000805,6.27,16.02,False,GEO-CLUST-21,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,5.8,8,-0.53,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000806,6.11,15.24,False,GEO-CLUST-02,Elevated spatial unit cost (+94.5% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,1.71,10,1.48,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000807,20.47,65.5,False,GEO-CLUST-11,Elevated spatial unit cost (+124.9% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,10.04,10,3.42,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000808,5.81,14.18,False,GEO-CLUST-00,Elevated spatial unit cost (+42.3% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.48,9,1.32,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000809,9.91,30.78,False,GEO-CLUST-23,Elevated spatial unit cost (+652.0% vs cluster median for work type),Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,4.33,11,8.8,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000810,2.44,3.98,False,GEO-CLUST-21,Spatial distribution and cluster costs within normal parameters,Normal local project density and infrastructure alignment,Geographic coordinates and terrain profile match regional peers,1.96,11,0.05,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000811,11.51,37.36,False,GEO-CLUST-18,High geographic clustering (17 active works within 25 km radius),Elevated spatial unit cost (+37.2% vs cluster median for work type),Geographic coordinates and terrain profile match regional peers,2.2,17,0.67,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000812,19.1,62.38,False,GEO-CLUST-03,High geographic clustering (20 active works within 25 km radius),Elevated spatial unit cost (+198.6% vs cluster median for work type),Disproportionate project density relative to local population density (ratio 2.76),1.81,20,2.22,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000813,22.94,70.5,False,GEO-CLUST-08,High geographic clustering (12 active works within 25 km radius),Elevated spatial unit cost (+48.3% vs cluster median for work type),Geographic coordinates and terrain profile match regional peers,1.72,12,0.72,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000814,25.16,74.32,False,GEO-CLUST-17,High geographic clustering (23 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.95),Geographic coordinates and terrain profile match regional peers,4.48,23,-0.29,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000815,12.08,39.52,False,GEO-CLUST-05,Elevated spatial unit cost (+316.1% vs cluster median for work type),High geographic clustering (13 active works within 25 km radius),Geographic coordinates and terrain profile match regional peers,2.4,13,3.77,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000816,5.49,12.94,False,GEO-CLUST-11,High geographic clustering (15 active works within 25 km radius),Elevated spatial unit cost (+54.6% vs cluster median for work type),Geographic coordinates and terrain profile match regional peers,3.62,15,0.57,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000817,10.41,32.94,False,GEO-CLUST-12,High geographic clustering (18 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.72),Geographic coordinates and terrain profile match regional peers,3.22,18,-0.03,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000818,31.64,82.62,False,GEO-CLUST-11,High geographic clustering (23 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 3.60),Elevated spatial unit cost (+68.5% vs cluster median for work type),2.6,23,0.89,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000819,81.75,97.58,True,GEO-CLUST-13,High sanctioned funding allocation (+377.1% above regional cluster median),High geographic clustering (21 active works within 25 km radius),Elevated spatial unit cost (+418.2% vs cluster median for work type),1.64,21,4.35,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
MPLADS-000820,21.03,66.5,False,GEO-CLUST-07,High geographic clustering (20 active works within 25 km radius),Disproportionate project density relative to local population density (ratio 2.65),Geographic coordinates and terrain profile match regional peers,4.22,20,-0.45,1.0.0,early_warning,2026-09-06T08:30:03.840532+00:00
