project_id,procurement_anomaly_score,procurement_anomaly_percentile,procurement_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,bid_count,single_bid_flag,bid_competition_score,bid_price_similarity,repeated_winner_flag,model_version,mode,scored_at
MPLADS-001200,17.02,40.5,False,Substantial post-award contract amendment (+₹1.11 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.852,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001201,25.06,63.86,False,Substantial post-award contract amendment (+₹0.27 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (20.5%),3,0,0.5,0.858,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001202,18.41,44.7,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.902,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001203,3.14,4.26,False,Substantial post-award contract amendment (+₹0.46 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.888,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001204,9.79,17.9,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.897,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001205,11.89,24.22,False,Elevated bidder disqualification rate during technical evaluation (25.0%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.936,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001206,35.93,81.48,False,High bid price similarity across competing tenders (97.7% quotation clustering),Substantial post-award contract amendment (+₹0.21 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),3,0,0.5,0.977,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001207,29.02,72.2,False,High bid price similarity across competing tenders (95.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.956,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001208,22.15,56.6,False,High bid price similarity across competing tenders (95.7% quotation clustering),Substantial post-award contract amendment (+₹0.44 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,5,0,0.833,0.957,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001209,15.81,36.64,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.982,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001210,18.83,46.28,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.853,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001211,11.71,23.48,False,Elevated bidder disqualification rate during technical evaluation (24.8%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.888,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001212,24.99,63.56,False,High bid price similarity across competing tenders (96.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.966,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001213,8.73,15.08,False,Substantial post-award contract amendment (+₹0.32 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.861,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001214,13.55,29.58,False,High bid price similarity across competing tenders (97.0% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.97,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001215,31.09,75.74,False,Compressed tender submission window (14 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (21.4%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.926,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001216,10.58,20.12,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.909,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001217,14.28,31.5,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.93,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001218,28.57,71.36,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (22.5%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.923,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001219,87.76,95.46,True,Single-bid procurement recorded in remote area (infrastructure gap 0.73),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001220,88.37,95.7,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.41),Tender awarded to frequent repeated winning vendor with low competition index (0.17),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001221,22.2,56.72,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.87,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001222,2.37,3.2,False,Elevated bidder disqualification rate during technical evaluation (20.3%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.864,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001223,66.18,93.8,False,Substantial post-award contract amendment (+₹21.25 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.858,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001224,21.48,54.7,False,Elevated bidder disqualification rate during technical evaluation (24.0%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.859,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001225,43.36,87.2,False,High bid price similarity across competing tenders (97.2% quotation clustering),Substantial post-award contract amendment (+₹0.31 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,3,0,0.5,0.972,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001226,23.71,60.74,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.892,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001227,22.73,58.3,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.914,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001228,0.43,1.22,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.918,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001229,19.86,49.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.851,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001230,7.04,11.06,False,High bid price similarity across competing tenders (96.2% quotation clustering),Elevated bidder disqualification rate during technical evaluation (22.5%),Contract award amount aligned with initial technical estimates,6,0,1.0,0.962,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001231,24.23,61.92,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.956,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001232,10.64,20.46,False,Substantial post-award contract amendment (+₹0.34 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.885,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001233,9.5,16.94,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.918,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001234,22.54,57.68,False,Elevated bidder disqualification rate during technical evaluation (20.2%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.987,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001235,17.63,42.56,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.921,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001236,34.02,79.26,False,Substantial post-award contract amendment (+₹4.17 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.936,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001237,6.68,10.28,False,Substantial post-award contract amendment (+₹0.11 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (24.5%),Contract award amount aligned with initial technical estimates,6,0,1.0,0.939,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001238,19.4,48.32,False,High bid price similarity across competing tenders (98.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.986,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001239,19.69,49.22,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.9,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001240,12.91,27.64,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.972,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001241,2.65,3.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.931,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001242,7.91,13.02,False,High bid price similarity across competing tenders (95.9% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.959,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001243,32.92,78.02,False,Substantial post-award contract amendment (+₹0.70 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (20.9%),3,0,0.5,0.907,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001244,8.59,14.66,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.889,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001245,26.62,67.4,False,High bid price similarity across competing tenders (98.2% quotation clustering),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,4,0,0.667,0.982,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001246,15.6,36.0,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.905,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001247,31.68,76.78,False,High bid price similarity across competing tenders (97.7% quotation clustering),Substantial post-award contract amendment (+₹1.79 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (24.2%),7,0,1.0,0.976,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001248,37.3,82.96,False,Substantial post-award contract amendment (+₹0.37 Lakhs added post-tender),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,7,0,1.0,0.935,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001249,7.87,12.92,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.869,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001250,30.33,74.48,False,Substantial post-award contract amendment (+₹1.72 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.912,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001251,25.67,65.26,False,Substantial post-award contract amendment (+₹2.83 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.866,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001252,8.61,14.78,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.947,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001253,34.06,79.32,False,High bid price similarity across competing tenders (99.0% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.99,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001254,4.81,6.64,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.923,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001255,12.23,25.06,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.94,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001256,25.73,65.42,False,High bid price similarity across competing tenders (94.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.946,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001257,22.16,56.64,False,Elevated bidder disqualification rate during technical evaluation (21.7%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.925,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001258,44.2,87.6,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.887,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001259,3.48,4.74,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.918,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001260,28.72,71.58,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.912,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001261,9.48,16.84,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.904,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001262,31.88,77.0,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.9,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001263,16.35,38.28,False,Elevated bidder disqualification rate during technical evaluation (20.3%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.94,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001264,21.37,54.3,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.853,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001265,20.94,53.1,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.896,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001266,14.63,32.68,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.978,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001267,85.54,95.1,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.40),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001268,8.74,15.1,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.879,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001269,10.65,20.52,False,Elevated bidder disqualification rate during technical evaluation (21.9%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.964,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001270,17.09,40.7,False,Substantial post-award contract amendment (+₹0.42 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (20.2%),Contract award amount aligned with initial technical estimates,6,0,1.0,0.912,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001271,15.01,34.12,False,High bid price similarity across competing tenders (96.0% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.96,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001272,89.95,96.24,True,Single-bid procurement recorded in remote area (infrastructure gap 0.78),Elevated bidder disqualification rate during technical evaluation (22.7%),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001273,38.01,83.56,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.907,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001274,33.71,79.0,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.87,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001275,14.74,33.12,False,High bid price similarity across competing tenders (95.5% quotation clustering),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,6,0,1.0,0.956,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001276,94.17,97.54,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.20),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001277,27.66,69.38,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.958,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001278,89.27,95.98,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.40),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001279,3.95,5.48,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.929,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001280,19.98,50.1,False,High bid price similarity across competing tenders (96.8% quotation clustering),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.968,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001281,23.96,61.12,False,Substantial post-award contract amendment (+₹0.43 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.937,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001282,22.57,57.78,False,Compressed tender submission window (14 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (24.1%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.868,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001283,18.91,46.72,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.893,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001284,21.28,53.98,False,High bid price similarity across competing tenders (94.4% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.944,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001285,17.22,41.12,False,Substantial post-award contract amendment (+₹0.20 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.937,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001286,27.4,68.96,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.864,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001287,17.2,41.08,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.872,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001288,10.87,21.0,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.903,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001289,20.59,52.16,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.859,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001290,86.98,95.34,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.48),Tender awarded to frequent repeated winning vendor with low competition index (0.17),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001291,16.96,40.24,False,High bid price similarity across competing tenders (97.9% quotation clustering),Compressed tender submission window (15 days vs statutory guidelines),Narrow qualified bidder pool (2 qualified bidders evaluated),3,0,0.5,0.979,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001292,9.63,17.3,False,Elevated bidder disqualification rate during technical evaluation (21.5%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.965,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001293,26.3,66.9,False,High bid price similarity across competing tenders (97.7% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.977,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001294,21.75,55.38,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.877,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001295,8.64,14.86,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.936,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001296,5.68,8.1,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.904,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001297,14.87,33.58,False,Elevated bidder disqualification rate during technical evaluation (22.9%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.938,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001298,19.87,49.7,False,Elevated bidder disqualification rate during technical evaluation (20.2%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.961,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001299,55.21,91.86,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.924,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001300,21.97,56.06,False,High bid price similarity across competing tenders (98.3% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.983,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001301,23.42,59.88,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.978,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001302,13.39,29.12,False,Substantial post-award contract amendment (+₹0.59 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.9,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001303,20.34,51.32,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (20.9%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.939,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001304,35.43,81.04,False,Substantial post-award contract amendment (+₹0.50 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.905,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001305,34.14,79.44,False,Substantial post-award contract amendment (+₹1.92 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.864,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001306,16.93,40.08,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.874,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001307,37.59,83.18,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.883,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001308,18.69,45.86,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.857,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001309,7.23,11.5,False,High bid price similarity across competing tenders (96.9% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.969,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001310,15.09,34.36,False,Elevated bidder disqualification rate during technical evaluation (20.7%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.908,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001311,42.14,86.56,False,High bid price similarity across competing tenders (94.6% quotation clustering),Substantial post-award contract amendment (+₹5.10 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,6,0,1.0,0.946,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
